epi_week,date,country,state,city,newDeaths,deaths,newCases,totalCases,deathsMS,totalCasesMS,deaths_per_100k_inhabitants,totalCases_per_100k_inhabitants,deaths_by_totalCases,recovered,suspects,tests,tests_per_100k_inhabitants,vaccinated,vaccinated_per_100k_inhabitants,vaccinated_second,vaccinated_second_per_100k_inhabitants
116,2021-04-18,Brazil,TOTAL,TOTAL,1522,373671,38838,13950997,373335,13943071,176.46326,6588.25124,0.02678,12303538,5514677,43239204,20419.38216,26210282,12377.60447,9606862,4536.76683
116,2021-04-19,Brazil,AC,TOTAL,15,1433,194,75599,1433,75599,162.48363,8571.94691,0.01896,62798,44233,197954,22445.41831,83807,9502.62774,21765,2467.86895
116,2021-04-19,Brazil,AL,TOTAL,23,3991,331,167039,3991,167039,119.58565,5005.12831,0.02389,158555,8803,402223,12052.14186,415711,12456.29401,145560,4361.53519
116,2021-04-19,Brazil,AM,TOTAL,25,12396,442,364028,12396,364028,299.08819,8783.19412,0.03405,311360,410,909902,21953.93183,535545,12921.52168,196756,4747.28906
116,2021-04-19,Brazil,AP,TOTAL,10,1477,258,103374,1477,103374,174.64182,12223.03546,0.01429,75190,2205,169813,20078.84304,78508,9282.85708,26543,3138.46838
116,2021-04-19,Brazil,BA,TOTAL,68,17371,1430,863764,17371,863764,116.79503,5807.57267,0.02011,830817,190000,1978117,13299.99656,2065396,13886.82251,641440,4312.76299
116,2021-04-19,Brazil,CE,TOTAL,72,16307,734,623781,16235,623047,178.56834,6830.65782,0.02614,426928,87297,1807699,19795.04555,1160621,12709.27603,436659,4781.59516
116,2021-04-19,Brazil,DF,TOTAL,74,7284,1261,367969,7284,367969,241.57057,12203.52552,0.01980,348450,661,782118,25938.58987,367394,12184.45591,159552,5291.46995
116,2021-04-19,Brazil,ES,TOTAL,103,8776,1710,418642,8764,418457,218.38179,10417.47851,0.02096,389847,242843,1223143,30436.66405,598822,14901.07374,150719,3750.48835
116,2021-04-19,Brazil,GO,TOTAL,232,13908,4133,528546,13691,526028,198.16612,7530.91109,0.02631,501732,427613,1044078,14876.39409,750769,10697.22331,252006,3590.67097
116,2021-04-19,Brazil,MA,TOTAL,41,6907,1371,257369,6907,257369,97.62294,3637.63132,0.02684,230904,2815,619742,8759.38015,693456,9801.24749,229108,3238.19278
116,2021-04-19,Brazil,MG,TOTAL,88,30397,1872,1281421,30397,1281421,143.59346,6053.34995,0.02372,1167827,2675975,3605959,17034.31717,2652291,12529.25120,976071,4610.89630
116,2021-04-19,Brazil,MS,TOTAL,58,5282,1092,238806,5224,237714,190.06933,8593.27827,0.02212,219268,2538,723933,26050.25718,429810,15466.43272,179034,6442.42180
116,2021-04-19,Brazil,MT,TOTAL,84,9168,1896,344792,9012,342720,263.11062,9895.11736,0.02659,320566,48576,1039067,29819.97815,326383,9366.80111,115492,3314.48205
116,2021-04-19,Brazil,PA,TOTAL,119,12019,2787,453979,11900,451192,139.70927,5277.06758,0.02647,421399,720,980727,11400.00453,948022,11019.84048,370805,4310.25013
116,2021-04-19,Brazil,PB,TOTAL,34,6478,904,280967,6478,280967,161.21939,6992.48680,0.02306,194389,77408,763570,19003.13255,583738,14527.61448,202721,5045.16159
116,2021-04-19,Brazil,PE,TOTAL,36,13248,1020,383184,13248,383184,138.61988,4009.42925,0.03457,324576,8487,1493167,15623.68847,1179157,12338.05839,425092,4447.93180
116,2021-04-19,Brazil,PI,TOTAL,22,4802,1381,229291,4780,227910,146.70538,7005.04426,0.02094,221790,3678,655602,20029.22498,364353,11131.30864,114645,3502.50685
116,2021-04-19,Brazil,PR,TOTAL,75,20424,2701,909691,20424,909691,178.62582,7956.04706,0.02245,648889,12241,2874680,25141.60233,1430471,12510.72573,481039,4207.10870
116,2021-04-19,Brazil,RJ,TOTAL,108,41418,916,704265,41418,704265,239.89653,4079.16203,0.05881,653975,52017,2313502,13399.99790,1862896,10790.05010,533714,3091.31632
116,2021-04-19,Brazil,RN,TOTAL,30,5195,225,215460,5126,213447,148.13852,6143.97011,0.02411,150649,52838,679086,19364.54137,427539,12191.52899,134984,3849.14908
116,2021-04-19,Brazil,RO,TOTAL,53,4854,725,205207,4854,205207,273.12242,11546.48398,0.02365,180089,278705,529325,29783.79215,159641,8982.59928,47280,2660.32720
116,2021-04-19,Brazil,RR,TOTAL,6,1451,167,93957,1445,93790,239.53341,15510.57265,0.01544,86691,41093,219083,36166.57395,62384,10298.45104,32251,5324.04694
116,2021-04-19,Brazil,RS,TOTAL,79,23271,738,922550,23271,922550,204.53996,8108.73359,0.02522,884729,13610,3520687,30945.00344,1985961,17455.56193,579946,5097.42302
116,2021-04-19,Brazil,SC,TOTAL,82,12664,1973,857875,12664,857875,176.75331,11973.48756,0.01476,825401,148451,1827719,25509.74293,899501,12554.46777,377377,5267.10630
116,2021-04-19,Brazil,SE,TOTAL,27,3982,1303,191537,3982,191537,173.22865,8332.41977,0.02079,170284,2320,386688,16822.05912,277283,12062.62159,106409,4629.10276
116,2021-04-19,Brazil,SP,TOTAL,178,88528,4083,2750300,88528,2750300,192.79145,5989.45331,0.03219,2407888,1088735,12035827,26210.96748,6220127,13545.85327,3216558,7004.84455
116,2021-04-19,Brazil,TO,TOTAL,14,2396,875,154126,2382,153251,152.33338,9799.05472,0.01555,131837,405,462813,29424.82068,147641,9386.75005,49726,3161.48992
116,2021-04-19,Brazil,TOTAL,TOTAL,1756,375427,36522,13987519,374682,13973695,177.29252,6605.49847,0.02684,12346828,5514677,43246224,20422.69730,26707227,12612.28293,10203252,4818.40743
116,2021-04-20,Brazil,AC,TOTAL,12,1445,41,75640,1445,75640,163.84427,8576.59578,0.01910,62798,44233,197954,22445.41831,85897,9739.60666,22324,2531.25230
116,2021-04-20,Brazil,AL,TOTAL,23,4014,362,167401,4014,167401,120.27482,5015.97522,0.02398,159468,8803,407637,12214.36604,416096,12467.83008,146186,4380.29255
116,2021-04-20,Brazil,AM,TOTAL,35,12431,734,364762,12431,364762,299.93266,8800.90392,0.03408,311360,410,909902,21953.93183,544300,13132.76056,203297,4905.10899
116,2021-04-20,Brazil,AP,TOTAL,6,1483,246,103620,1483,103620,175.35126,12252.12272,0.01431,75190,2205,169813,20078.84304,79197,9364.32506,28094,3321.86002
116,2021-04-20,Brazil,BA,TOTAL,85,17456,4283,868047,17456,868047,117.36654,5836.36969,0.02011,834831,190000,1978117,13299.99656,2112152,14201.18948,686842,4618.02625
116,2021-04-20,Brazil,CE,TOTAL,145,16452,3911,627692,16307,623781,180.15615,6873.48487,0.02621,428865,87297,1813210,19855.39326,1187265,13001.03876,476473,5217.57480
116,2021-04-20,Brazil,DF,TOTAL,60,7344,955,368924,7344,368924,243.56044,12235.19767,0.01991,350781,661,782118,25938.58987,370929,12301.69259,175184,5809.89816
116,2021-04-20,Brazil,ES,TOTAL,116,8892,1924,420566,8875,420366,221.26834,10465.35528,0.02114,392396,242843,1223143,30436.66405,608652,15145.68325,156697,3899.24477
116,2021-04-20,Brazil,GO,TOTAL,176,14084,3371,531917,13929,529224,200.67383,7578.94230,0.02648,506142,427613,1057704,15070.54218,750769,10697.22331,252006,3590.67097
116,2021-04-20,Brazil,MA,TOTAL,44,6951,1282,258651,6951,258651,98.24484,3655.75100,0.02687,230904,2815,619742,8759.38015,710366,10040.25197,241515,3413.55225
116,2021-04-20,Brazil,MG,TOTAL,129,30526,4850,1286271,30526,1286271,144.20285,6076.26104,0.02373,1173894,2675975,3605959,17034.31717,2726116,12877.99572,1047775,4949.62136
116,2021-04-20,Brazil,MS,TOTAL,53,5335,1112,239918,5282,238806,191.97650,8633.29286,0.02224,220401,2538,726235,26133.09315,443358,15953.94867,190187,6843.75524
116,2021-04-20,Brazil,MT,TOTAL,65,9233,1951,346743,9078,344626,264.97604,9951.10872,0.02663,324630,48576,1039067,29819.97815,326401,9367.31769,115525,3315.42911
116,2021-04-20,Brazil,PA,TOTAL,146,12165,2649,456628,12019,453979,141.40638,5307.85965,0.02664,425540,720,980727,11400.00453,952762,11074.93841,388119,4511.50867
116,2021-04-20,Brazil,PB,TOTAL,42,6520,1072,282039,6520,282039,162.26466,7019.16589,0.02312,194932,77408,763570,19003.13255,585154,14562.85478,203893,5074.32941
116,2021-04-20,Brazil,PE,TOTAL,69,13317,2843,386027,13317,386027,139.34185,4039.17686,0.03450,324576,8487,1493167,15623.68847,1208621,12646.35368,451973,4729.19998
116,2021-04-20,Brazil,PI,TOTAL,28,4830,1661,230952,4802,229291,147.56080,7055.78929,0.02091,223176,3678,658357,20113.39269,369191,11279.11385,125920,3846.96814
116,2021-04-20,Brazil,PR,TOTAL,204,20628,3803,913494,20628,913494,180.40998,7989.30764,0.02258,654855,12241,2902061,25381.07324,1458539,12756.20505,528642,4623.43876
116,2021-04-20,Brazil,RJ,TOTAL,327,41745,4159,708424,41745,708424,241.79055,4103.25131,0.05893,653975,52017,2313502,13399.99790,1919685,11118.97676,559330,3239.68634
116,2021-04-20,Brazil,RN,TOTAL,0,5195,0,215460,5156,213668,148.13852,6143.97011,0.02411,150649,52838,679086,19364.54137,435235,12410.98501,146946,4190.25263
116,2021-04-20,Brazil,RO,TOTAL,60,4914,882,206089,4914,206089,276.49847,11596.11192,0.02384,187548,278705,543341,30572.43737,162863,9163.89315,49833,2803.97811
116,2021-04-20,Brazil,RR,TOTAL,15,1466,313,94270,1451,93957,242.00964,15562.24319,0.01555,89008,41093,222976,36809.23665,62680,10347.31520,32813,5416.82281
116,2021-04-20,Brazil,RS,TOTAL,244,23515,6252,928802,23515,928802,206.68459,8163.68541,0.02532,892039,13610,3541688,31129.59128,1990217,17492.96996,582369,5118.71993
116,2021-04-20,Brazil,SC,TOTAL,96,12760,3284,861159,12760,861159,178.09320,12019.32283,0.01482,825401,148451,1827719,25509.74293,899501,12554.46777,377377,5267.10630
116,2021-04-20,Brazil,SE,TOTAL,27,4009,1005,192542,4009,192542,174.40323,8376.14021,0.02082,175573,2320,406505,17684.15658,284960,12396.59355,116580,5071.57101
116,2021-04-20,Brazil,SP,TOTAL,1122,89650,19060,2769360,89650,2769360,195.23488,6030.96114,0.03237,2423528,1088735,12035827,26210.96748,6345104,13818.02136,3369603,7338.13760
116,2021-04-20,Brazil,TO,TOTAL,18,2414,638,154764,2396,154126,153.47779,9839.61762,0.01560,133331,405,465487,29594.82880,148063,9413.58005,50129,3187.11193
116,2021-04-20,Brazil,TOTAL,TOTAL,3347,378774,72643,14060162,378003,14043076,178.87311,6639.80357,0.02694,12425791,5514677,43364614,20478.60607,27184073,12837.46980,10725632,5065.09738
116,2021-04-21,Brazil,AC,TOTAL,4,1449,239,75879,1449,75879,164.29782,8603.69528,0.01910,62798,44233,197954,22445.41831,85893,9739.15311,22325,2531.36569
116,2021-04-21,Brazil,AL,TOTAL,20,4034,871,168272,4034,168272,120.87409,5042.07371,0.02397,159468,8803,407637,12214.36604,416096,12467.83008,146186,4380.29255
116,2021-04-21,Brazil,AM,TOTAL,23,12454,671,365433,12454,365433,300.48760,8817.09368,0.03408,311360,410,909902,21953.93183,546929,13196.19254,203855,4918.57230
116,2021-04-21,Brazil,AP,TOTAL,5,1488,113,103733,1488,103733,175.94247,12265.48394,0.01434,75190,2205,169813,20078.84304,79197,9364.32506,28094,3321.86002
116,2021-04-21,Brazil,BA,TOTAL,118,17574,3625,871672,17574,871672,118.15992,5860.74261,0.02016,834831,190000,1978117,13299.99656,2143424,14411.44878,728608,4898.84263
116,2021-04-21,Brazil,CE,TOTAL,141,16593,6917,634609,16572,631936,181.70016,6949.22886,0.02615,433321,87297,1826421,20000.05913,1203384,13177.54842,502894,5506.89558
116,2021-04-21,Brazil,DF,TOTAL,44,7388,884,369808,7388,369808,245.01968,12264.51513,0.01998,350781,661,782118,25938.58987,371394,12317.11410,177875,5899.14396
116,2021-04-21,Brazil,ES,TOTAL,23,8915,1511,422077,8913,422024,221.84067,10502.95497,0.02112,393316,242843,1223143,30436.66405,608652,15145.68325,156697,3899.24477
116,2021-04-21,Brazil,GO,TOTAL,81,14165,818,532735,14104,532302,201.82795,7590.59745,0.02659,507183,427613,1060095,15104.61000,750834,10698.14945,252088,3591.83934
116,2021-04-21,Brazil,MA,TOTAL,40,6991,918,259569,6991,259569,98.81019,3668.72593,0.02693,230904,2815,619742,8759.38015,723795,10230.05631,250154,3535.65513
116,2021-04-21,Brazil,MG,TOTAL,468,30994,11905,1298176,30994,1298176,146.41365,6132.49949,0.02388,1173894,2675975,3605959,17034.31717,2726116,12877.99572,1047775,4949.62136
116,2021-04-21,Brazil,MS,TOTAL,39,5374,749,240667,5335,239918,193.37989,8660.24514,0.02233,220401,2538,726235,26133.09315,445186,16019.72806,191868,6904.24493
116,2021-04-21,Brazil,MT,TOTAL,63,9296,1072,347815,9139,345755,266.78406,9981.87384,0.02673,325918,48576,1039067,29819.97815,326401,9367.31769,115525,3315.42911
116,2021-04-21,Brazil,PA,TOTAL,98,12263,1333,457961,12165,456628,142.54554,5323.35449,0.02678,425540,720,980727,11400.00453,957588,11131.03600,407528,4737.11955
116,2021-04-21,Brazil,PB,TOTAL,29,6549,1108,283147,6549,283147,162.98639,7046.74093,0.02313,194932,77408,763570,19003.13255,585154,14562.85478,203893,5074.32941
116,2021-04-21,Brazil,PE,TOTAL,63,13380,2480,388507,13380,388507,140.00105,4065.12623,0.03444,324576,8487,1493167,15623.68847,1221859,12784.86892,469830,4916.04593
116,2021-04-21,Brazil,PI,TOTAL,28,4858,1097,232049,4830,230952,148.41623,7089.30361,0.02094,225890,3678,663918,20283.28619,371962,11363.77037,131576,4019.76398
116,2021-04-21,Brazil,PR,TOTAL,181,20809,3947,917441,20809,917441,181.99299,8023.82762,0.02268,654855,12241,2902061,25381.07324,1471232,12867.21649,548988,4801.38241
116,2021-04-21,Brazil,RJ,TOTAL,365,42110,4101,712525,42110,712525,243.90466,4127.00465,0.05910,653975,52017,2313502,13399.99790,1931318,11186.35607,570991,3307.22783
116,2021-04-21,Brazil,RN,TOTAL,66,5261,1323,216783,5185,214488,150.02055,6181.69624,0.02427,150649,52838,679086,19364.54137,439008,12518.57435,150350,4287.31971
116,2021-04-21,Brazil,RO,TOTAL,25,4939,941,207030,4939,207030,277.90516,11649.05963,0.02386,187548,278705,543341,30572.43737,163323,9189.77620,50170,2822.94026
116,2021-04-21,Brazil,RR,TOTAL,0,1466,296,94566,1466,94270,242.00964,15611.10735,0.01550,89008,41093,222976,36809.23665,62681,10347.48028,32814,5416.98789
116,2021-04-21,Brazil,RS,TOTAL,175,23690,6168,934970,23690,934970,208.22275,8217.89891,0.02534,892039,13610,3541688,31129.59128,1992474,17512.80781,584276,5135.48146
116,2021-04-21,Brazil,SC,TOTAL,82,12842,2683,863842,12842,863842,179.23768,12056.76986,0.01487,825401,148451,1827719,25509.74293,899501,12554.46777,377377,5267.10630
116,2021-04-21,Brazil,SE,TOTAL,25,4034,729,193271,4034,193271,175.49080,8407.85384,0.02087,175573,2320,406505,17684.15658,288811,12564.12331,121645,5291.91333
116,2021-04-21,Brazil,SP,TOTAL,977,90627,17123,2786483,90627,2786483,197.36254,6068.25067,0.03252,2423528,1088735,12035827,26210.96748,6557778,14281.17120,3426190,7461.36968
116,2021-04-21,Brazil,TO,TOTAL,14,2428,366,155130,2414,154764,154.36789,9862.88724,0.01565,133331,405,465487,29594.82880,148063,9413.58005,50129,3187.11193
116,2021-04-21,Brazil,TOTAL,TOTAL,3197,381971,73988,14134150,381475,14122795,180.38287,6674.74384,0.02702,12436210,5514677,43385777,20488.60014,27518053,12995.18929,10949701,5170.91224
116,2021-04-22,Brazil,AC,TOTAL,9,1458,333,76212,1458,76212,165.31831,8641.45317,0.01913,63119,44233,200559,22740.79155,86103,9762.96439,22457,2546.33278
116,2021-04-22,Brazil,AL,TOTAL,20,4054,475,168747,4054,168747,121.47337,5056.30653,0.02402,160829,8803,412099,12348.06465,416138,12469.08856,146186,4380.29255
116,2021-04-22,Brazil,AM,TOTAL,20,12474,536,365969,12474,365969,300.97015,8830.02618,0.03408,311360,410,909902,21953.93183,560051,13512.79750,213656,5155.04885
116,2021-04-22,Brazil,AP,TOTAL,9,1497,227,103960,1497,103960,177.00664,12292.32463,0.01440,76149,2205,169813,20078.84304,79197,9364.32506,28094,3321.86002
116,2021-04-22,Brazil,BA,TOTAL,113,17687,2160,873832,17687,873832,118.91968,5875.26551,0.02024,840641,190000,1978117,13299.99656,2174605,14621.09623,772201,5191.94296
116,2021-04-22,Brazil,CE,TOTAL,83,16676,5979,640588,16635,638199,182.60904,7014.70136,0.02603,433321,87297,1826421,20000.05913,1207843,13226.37630,513792,5626.23315
116,2021-04-22,Brazil,DF,TOTAL,52,7440,878,370686,7440,370686,246.74424,12293.63360,0.02007,353241,661,782118,25938.58987,375706,12460.11963,190706,6324.67827
116,2021-04-22,Brazil,ES,TOTAL,96,9011,1897,423974,9000,423834,224.22953,10550.15988,0.02125,395538,242843,1247688,31047.44130,608733,15147.69885,156746,3900.46409
116,2021-04-22,Brazil,GO,TOTAL,71,14236,2513,535248,14182,533788,202.83958,7626.40357,0.02660,509499,427613,1065450,15180.90994,750915,10699.30357,252204,3593.49215
116,2021-04-22,Brazil,MA,TOTAL,41,7032,736,260305,7032,260305,99.38968,3679.12849,0.02701,234573,2815,628286,8880.14031,735229,10391.66348,261230,3692.20236
116,2021-04-22,Brazil,MG,TOTAL,392,31386,4452,1302628,31386,1302628,148.26543,6153.53045,0.02409,1191903,2675975,3605959,17034.31717,2762878,13051.65704,1087468,5137.12852
116,2021-04-22,Brazil,MS,TOTAL,0,5374,0,240667,5374,240667,193.37989,8660.24514,0.02233,222597,2538,731262,26313.98647,447304,16095.94291,195158,7022.63344
116,2021-04-22,Brazil,MT,TOTAL,80,9376,1895,349710,9218,347396,269.07997,10036.25807,0.02681,328101,48576,1039067,29819.97815,326509,9370.41716,115742,3321.65675
116,2021-04-22,Brazil,PA,TOTAL,91,12354,2345,460306,12263,457961,143.60332,5350.61285,0.02684,429413,720,980727,11400.00453,962375,11186.68025,425633,4947.57270
116,2021-04-22,Brazil,PB,TOTAL,27,6576,1042,284189,6576,284189,163.65834,7072.67341,0.02314,195396,77408,763570,19003.13255,585430,14569.72365,204160,5080.97429
116,2021-04-22,Brazil,PE,TOTAL,45,13425,1202,389709,13425,389709,140.47191,4077.70330,0.03445,330763,8487,1493167,15623.68847,1239014,12964.36952,489701,5123.96528
116,2021-04-22,Brazil,PI,TOTAL,28,4886,1179,233228,4858,232049,149.27165,7125.32311,0.02095,225890,3678,663918,20283.28619,375246,11464.09950,139123,4250.33155
116,2021-04-22,Brazil,PR,TOTAL,150,20959,2584,920025,20959,920025,183.30487,8046.42697,0.02278,659225,12241,2918793,25527.40928,1505762,13169.21167,606243,5302.12769
116,2021-04-22,Brazil,RJ,TOTAL,252,42362,3578,716103,42362,716103,245.36426,4147.72872,0.05916,655639,52017,2313502,13399.99790,1947196,11278.32278,582556,3374.21328
116,2021-04-22,Brazil,RN,TOTAL,0,5261,0,216783,5222,214974,150.02055,6181.69624,0.02427,150649,52838,679086,19364.54137,445901,12715.13234,164672,4695.72007
116,2021-04-22,Brazil,RO,TOTAL,28,4967,563,207593,4967,207593,279.48065,11680.73823,0.02393,190718,278705,547245,30792.10567,166821,9386.59990,51277,2885.22838
116,2021-04-22,Brazil,RR,TOTAL,0,1466,0,94566,1466,94566,242.00964,15611.10735,0.01550,89008,41093,224924,37130.81562,62719,10353.75338,32845,5422.10542
116,2021-04-22,Brazil,RS,TOTAL,62,23752,869,935839,23752,935839,208.76770,8225.53697,0.02538,899756,13610,3560856,31298.06801,2003855,17612.84087,595730,5236.15615
116,2021-04-22,Brazil,SC,TOTAL,74,12916,1708,865550,12916,865550,180.27051,12080.60867,0.01492,833192,148451,1827719,25509.74293,899501,12554.46777,377377,5267.10630
116,2021-04-22,Brazil,SE,TOTAL,27,4061,1041,194312,4061,194312,176.66538,8453.14039,0.02090,176222,2320,409833,17828.93432,292777,12736.65591,128604,5594.65018
116,2021-04-22,Brazil,SP,TOTAL,183,90810,7267,2793750,90810,2793750,197.76106,6084.07635,0.03250,2436590,1088735,12035827,26210.96748,6693199,14576.08366,3557631,7747.61472
116,2021-04-22,Brazil,TO,TOTAL,0,2428,0,155130,2428,155130,154.36789,9862.88724,0.01565,136479,405,468526,29788.04297,148063,9413.58005,50129,3187.11193
116,2021-04-22,Brazil,TOTAL,TOTAL,1953,383924,45459,14179609,383502,14167973,181.30516,6696.21150,0.02708,12529811,5514677,43484434,20535.19015,27859070,13156.23195,11361321,5365.29663
